comments,labels
Mr: ഒമർ ലുലു സമയം കിട്ടുമ്പോൾ ഇതൊക്കെ ഒന്ന് എടുത്ത് വെച്ചു കാണു... ഇതാണ് പ്ലസ് ടു ലൈഫ്.. അല്ലാതെ ഒരുമാതിരി ഫ്രീക് പെണ്ണും,Offensive_Targeted_Insult_Individual
Ithinu apurath oru trailer illa,Not_offensive
Vineethettan ithil over act cheyth chalam aakum..padam moopar kaarnam aayrkum mikaavrm flop aava..angerde paattu vere level but acting angerkk patya area alla,Offensive_Targeted_Insult_Individual
malayala cinima ellam hollywood level ayo oh my god,Not_offensive
1.6k dislike by Antony perumbavor ( Sons),not-malayalam
Appol  lalettante padathinte Record ellam  thakarthu  eriyan pokunnu alle ayikotte malayala  Cinema uratte,Not_offensive
Storyline similar to Hindi movie Fan.,not-malayalam
fans page Started for Anna ben  Like and Support,not-malayalam
All the best Rajuvetta surajetta and the entire team from mammookka fans valiya vijayamakatte,Not_offensive
watch this if u r malayali,not-malayalam
Njan ഉറപ്പായിട്ടും ഷൈലോക്ക് തിയേറ്ററിൽ പോയ്‌ കാണും ഷൈലോക്ക് 200 കോടി നേടട്ടെ എന്ന് ആശംസിക്കുന്നു ഇക്ക ഉയിർ,Not_offensive
Solid commercial entertainer :) gr8 cuts :),not-malayalam
1:10   Kalippu on     unda,Not_offensive
ഇതെന്താ ഇക്കാ പ്രൊമോഷൻ വീഡിയോ യോ...കഥ എവിടെ,Not_offensive
Dislike adicha ella mammuni pooranmarkum naduviral  namaskaaaram poy rodich theerkada pooooooranmareee,Offensive_Targeted_Insult_Group
Annaakkil adikyaann kettittund ...abinayikkaanariyillaann paranjordokke vaayil adichittund,Not_offensive
I can't even understand single word..Vivek Oberoi Bollywood m be jyada kaam karna chahiye.,not-malayalam
Padam 1 st day kaanum athu urappu.,Not_offensive
Any Tamil person after seeing title?,not-malayalam
Pwoliiiiii mammookka oru rekshem illa.. Best wishes,Not_offensive
Padakkam loading. Ingerkku ithu pathivaanalle. Oru hit padam eduthaal pinne moonu naalu chavarukal edukkum. Eg: Drama,Offensive_Targeted_Insult_Individual
Nalla parungada trending no.2 la thaan iruku,not-malayalam
Anu sitara voice pora.ezhuti vachatu atupole vaayikkyunnataayi tonni.but kaanaan sundari.bakki elllavarum kalakki.super.,Not_offensive
mammadinte mamangam enna padakthinu sheshm adutha gund shylocck,Offensive_Targeted_Insult_Individual
Paringgiyude munbhil thalakumbit nikkaan kunnjaalik patulla....appo aara muttu madakkiywth(rss) thannje...cherupp nakkikal...  Kaanada punnjara makkale...musalmaante chankoottam....,Not_offensive
Tamils always like mammooty as like lalettan,not-malayalam
Indian cinemayuda king Raja is coming,Not_offensive
(Khola kaangula eruken Kholaama vida maaten)...fan frm TamilNadu,not-malayalam
എന്റെ പൊന്നോ രോമാഞ്ചം... ഇതാണ് ഞങ്ങൾ കാണാൻ ആഗ്രഹിക്കുന്ന ഇക്ക.. Most energetic .. ഇത് പൊളിച്ചെടുക്കും,Not_offensive
പ്രക്യതി സ്നേഹികളും നാച്ചുറൽ മൈരുകളും ആ സൈഡിലോട്ട് മാറി നിക്ക് കളി മ്മടെ ജോഷി അണ്ണൻ കാണിച്ചുതരും ആ പഴയ ഫോമിൽ അണ്ണൻ തിരിച്ച് വന്നെന്ന് പറഞ്ഞേക്ക്,Offensive_Targeted_Insult_Group
Padam kndit vndum trailer kanumpo veror feel,Not_offensive
56K like and 5.1K dislike but view 16K.Youtube sucks,not-malayalam
Eni aa pattukalokke upload cheythu kolamakkalle,Not_offensive
Thandhayilaathavarum palathandhaku piranavanmaarum aayaa lalettan fanss fislike adikaann kore preyaasapedunundd 🤭🤭abarariyunilaa malayala cinemayude shaapam aann lalettan fans en,Offensive_Targeted_Insult_Group
Ente ponne.....ingerithenthavaa.......Romanjam tharunathinokke oru paridhi ille ikka....,Not_offensive
Woooow.....  from Sri Lanka,not-malayalam
രാജുവേട്ടൻ ഫാൻസിന്റെ വക ഒരു all the ബെസ്റ്റ്  kidukki,Not_offensive
Gimitt fans like adi guhan... Fans karayu... Gee gee,Offensive_Targeted_Insult_Group
Trendingil 27   Evide ikka fans Come on fans,Not_offensive
Captain kunjali sparrow,not-malayalam
എന്താ ഇപ്പൊ ഉണ്ടായേ ഇന്നെന്താ  വിഷുവാണോ.....അടിയുടെ ഇടിയുടെ വെടി പൂരം.... മമ്മൂക്ക കിടുക്കി...,Not_offensive
Watching again and again and again and again  for mammookkaa,not-malayalam
Edentha Rajani dialogue o Kolaveriyil eruku kollame vidamttey ....  koovan anu bavam enkil verupikn thanne anu  teerumanam,Not_offensive
May be the Next kammattipadam in malayalam movie,not-malayalam
Kandapol puthanpanam orma vannavar ivide like,Not_offensive
4m views + 300k likes + #1 trending - Lallettan,not-malayalam
njn kandathl Etavum mikacha trailer yennu thanne prym #ikka <3 .. #Ennum ikka,Not_offensive
Ivide vannu chelachu tholvi adayunna ellaa. Jimttoli kalkkum oru ormappeduthal  ONCE A KING,Offensive_Targeted_Insult_Group
Heavy trailer. Rajuettaaa pwlichu.. by a ikka fan,Not_offensive
Ithine ale teaser en vilikunne? enthayalum kidukki,Not_offensive
Andra pradesh mammootty fans like,not-malayalam
Don Max aayalum Linto aayalum Teaser Heavy aayirikkum,Not_offensive
Ufffff..ejaadhiii..lalettann rdjile edjelum oruu svene e jenmam vheyaan patilaa..trailer kandd karayunundaabumm ettan and ettan fanss,Offensive_Targeted_Insult_Individual
Once a king always a king,not-malayalam
Visvasichu kudea varunnavare jeevan koduthum samrakshikkum,Not_offensive
Vada - superb   Love from Tamil Nadu,not-malayalam
ഫഹദ് വേറെ ലെവലാണ് ഭായ്.സൗബിൻ ചേട്ടോ നിങ്ങള് മുത്താണ്.,Not_offensive
Like - Manju Warrier as Devika Shekhar in Pthram,not-malayalam
Trailer kndpo ulla prethisha k poyatha.... bt paate kandapo urappayi eee onam ettanum pillerum egu adukuva,Not_offensive
Polichu ikka suppar u r great,not-malayalam
Kollaam,Not_offensive
Bhasi & Fahad fans like here,not-malayalam
സ്വന്തമായി റെക്കോർഡ് ഇടുക അതു സ്വന്തമായി പൊട്ടിക്കുക.. ഒരു മര്യാദ ഒക്കെ വേണ്ടേ ലാലേട്ടാ..,Not_offensive
Spoiler alert# odiyan is not mohanlal. Manikyan is Mohanlal. Villaign is odiyan.,not-malayalam
0:15 aa musicinu vendi wait cheyyuva,Not_offensive
Adipoli Etta. Tamil fan from pondicherry . Indha penkutty nannaittu nadikiranga,not-malayalam
ഇജ്ജാതി മാസ്സ് വിത്ത്‌ മാസ്സ് ബിജിഎം,Not_offensive
Cant cant cant cant cant wait ohhhhhhiiiiiii love u lalettaa,not-malayalam
Madhuraraja First Look Releasing at 6 30pm,not-malayalam
Trailer record adikkunathilum ennikishtam theatreil record adikunth kaanan aanu,Not_offensive
Dislike alla lappantta makkalum anta nadu veral നമസ്കാരം,Offensive_Targeted_Insult_Individual
Kollaam pakshe lucifernte athrak ethilla urappaanu,Not_offensive
Romanjamadichu pandaaradangi... Ee dislike adicha pithru shoonyanmaar ivide okke undaakanam...,Offensive_Untargetede
nnaaalum nte maashe ngle aa chekkane....,Not_offensive
Eee padam pottum enn abiprayam ullavar evde Like cheyuka,Not_offensive
Mohan Lal big fan Bangalore waiting srinivasa theatre s.g palya,not-malayalam
L 2 LOADING KATTA WAITING LALETTA,not-malayalam
Helmet annu pere vachirunegil kooduthal hype kittumayirunnu  License ellangilum kozhapamila helmet ellangil laathi eriyum mone,Not_offensive
Kanunnathinu munpe dislukke like adichaa ellaa malavangalkkum ente naduviral namaskaram,Offensive_Untargetede
ഇതുകൊള്ളാല്ലൊ .... ഒരു സൂപ്പർസ്റ്റാറും ആരാധകനും തമ്മിലുള്ള കലിപ്പ്  പണ്ടാര കലിപ്പ് ... waitinggggg .....,Not_offensive
Thalaivar dialogue in mamookaa version powli...,not-malayalam
മഞ്ചു ചേച്ചിയുടെ ഒരു അത്യുഗ്രൻ  പ്രകടനത്തിനായി കാത്തിരിക്കുന്നു...,Not_offensive
Ethavana Oscar kittane Dyvame.... Mammookka... Athu kittum athinu time ayi,Not_offensive
Six pack  episode1 || malayalam fitness tips ||  2,not-malayalam
Nalla trailer filimum athu pole aakum ennu pradheeshikkunnu,Not_offensive
ജിമിട്ട് ഫാൻസ്‌ ഉണ്ടേൽ  ലൈക്‌ ചെയ്യാതെ പോകല്ലേ...,Offensive_Targeted_Insult_Group
Paayunna KL T 666 il avan varunnu,Not_offensive
మమ్మూటీ చాలా అందంగా ఉంది మరియు అతను మరిన్ని చర్యలు చేశాడు,not-malayalam
njanaru..malapuram karana..ivde arum ingane sasarikarilla..mapila aya ingane sasarikavoo ennu priya darshanodu ara paranjadu...🤣,Not_offensive
Best Malayalam movie  trailer I've seen!,not-malayalam
Havy Trailer enikkoru 10 like  Tharp,Not_offensive
E film chutiya kategi..faltu movie hoga pakka..,not-malayalam
തെലുങ്ക് പടം പോലെ ആക്കല്ലെ.മലയാളം ഇൻഡസ്ട്രിയുടെ   സ്റ്റാൻഡേർഡ് നശിപ്പിക്കരുത്.,Not_offensive
Patti vananagal okke dislike adichu thudangi ...,Offensive_Untargetede
ഈ ട്രൈലർ കണ്ടപ്പോ തന്നെ ഒരു  കാര്യം ഉറപ്പിച്ചു. സുഡാനി ഫ്രം നൈജീരിയയും  മഹേഷിന്റെ പ്രതികാരവും ഒന്നുമല്ല പടം. ദാ ഇത്  ഈ പടം അതുക്കും മേലെ ആയിരിക്കും. സത്യം.,Not_offensive
152k views in 38 minutes 107k likes. Lalettan magic,not-malayalam
After Neram,not-malayalam
Ikka ingalu polichu vere level,Not_offensive
This is I needed  laletta rajuvetta,not-malayalam
രാജുവേട്ടാ..   സുരാജേട്ടാ ഇങ്ങൾ ഇത് എന്ത് ബാധിച്ച..  Piowli item,Not_offensive
Padam pakanumnu aasaya irukku aana basha prachnaya irruku . Bro if you have movie download pls mention in comment,not-malayalam
iyale kondu verthe thallan mathram kazhiyollu,Offensive_Targeted_Insult_Individual
Surajettan &  soubinkka   powli combo,Not_offensive
Ithin dislike addikunavar lokka tholvikallayirkkum,Offensive_Untargetede
കിടു..എനിക്ക് മാത്രമാണോ എവിടെയൊക്കെയോ  school life ഓർമ വന്നത് 🤔🤔🤔🤨,Not_offensive
ticket kittand theataril kuthi irunnu trailer kanunna njn,Not_offensive
എന്ത് മൈര് ആണെങ്കിലും ഞാനും എന്റെയും ഭാര്യയുടെയും കുടുംബത്തിലുള്ളവരും എന്റെ 27 ഇൽ പരം ഫ്രണ്ട്സും അവരുടെ കുടുംബങ്ങളും ഈ സിനിമ കാണുന്നില്ല എന്ന് തീരുമാനിച്ച വിവരം വിനയപൂർവം അറിയിക്കുന്നു... കാരണം ബ്ലോജോബി ജോർജ് എന്ന ആ തരം താണ വ്യക്തി ആണ് ഈ സിനിമ നിർമിച്ചിരിക്കുന്നത് എന്നത് കൊണ്ട് മാത്രം... ഈ കമെന്റ് delete ചെയ്താൽ എനിക്ക് മലരാണ് എന്നും അറിയിച്ചുകൊള്ളുന്നു... മമ്മൂക്ക ക്ഷമിക്കണം..,Offensive_Targeted_Insult_Individual
Trailer kandathode padathinu oru theerumaanayi chali padam,Not_offensive
Sir Telugu lo daping chesi riliez cheyyandi,not-malayalam
കുമ്പളങ്ങി nights ine നൈസ് ആയിട്ട് ട്രോളൻ വേണ്ടി ആണോ ഈ പേര്,Not_offensive
wow.....ithu mathiri oru teaser pakkave illa romba pramada mayirikku,not-malayalam
Love from utter pradesh mohan Sir,not-malayalam
Ivantae mukhath akae oru expression mathramae ullu  mandhabudhiyudae.,Offensive_Targeted_Insult_Individual
Bollywood moviyude oru feel തോന്നിയവർ ലൈക് അടിക്ക്,Not_offensive
Swasu muthe...  we r katta waiting da... polikkada🥰🥰🥰🥰🥰🥰🥰🥰,Not_offensive
Love from karnataka,not-malayalam
Athiradi mass aaan ippol thonuva chilarude realease onnum mattandayirunnu enn oru olathin,Not_offensive
ADDICTED .SMASHING REPLY BUTTON NOW :),not-malayalam
അഞ്ജലി മേനോനു ശേഷം മലയാള സിനിമ പിടിച്ചടക്കാന്‍ മറ്റൊരു സംവിധായിക കൂടി ഗീതു മോഹന്‍ദാസ് നിവിന്‍ പോളിയുടെ കരിയറിലെ വെല്ലുവിളി നിറഞ്ഞ ഒരു ക്യാരക്ടര്‍ ആയിരിക്കും മൂത്തോന്‍ ALL THE BEST TEAM മൂത്തോന്‍,Not_offensive
Ittimani enna cinima chali padam pottan pokunna padam odiyanil kalam van durathan boor padam ennulavar like adiche,Offensive_Targeted_Insult_Group
പ്രിയ സുഹൃത്തുക്കളെ,Not_offensive
അലൻസിയർ ഉള്ളത് കൊണ്ട് പടം കാണുന്നില്ല,Offensive_Targeted_Insult_Individual
എന്റെ പൊന്നോ.. Title  കേട്ടപ്പോ എന്തോ സാദാരണ സിനിമ ആകുമെന്നാണ് കരുതിയത് .. ഇതു പക്ഷെ വേറേ ലെവൽ ആണല്ലോ .. എന്തൊരു intensity ആണ് ഒരോ frame ലും.. Christmas റിലീസുകളിൽ ആദ്യം കാണുന്നത് ഇതാവും .. മഞ്ജു വാര്യർ തകർക്കുവല്ലേ,Not_offensive
സിനിമ ഇറങ്ങിയില്ല  അതിനു മുൻപേ degrade ചെയ്യാൻ സുഡാപ്പികൾ ഇറങ്ങിയിട്ടുണ്ട്...,Offensive_Targeted_Insult_Group
Athoru valiya kadhaya mone...paranju thudanghiya ori paththu nuppathu kollaththe charithram parayendi varum.....uff ejjathi.ikkakatta waiting,Not_offensive
Katta mamooka fans hit like,not-malayalam
Porinju mariyam jose.....Kure nalai only for seetha lovers enna fb kootaima kathirikunnu.....Karanam.....Nammude swasuttyyyyyyyyy e movil und.. ......Joshy sirinte ithvareulla ella moviesum kandittund ...Ithum kanum sir..   swasunje all the best......E filim super hit akatte.. njangade kuttyku inium orupad avasarangal kittatte .....Swasunje....Njangal ith kanummmmmmm.....Abipratavum ariyikum.....Ok da...Mutheeeee,Not_offensive
